,Code du departement,Libelle du departement,Code de la circonscription,Libelle de la circonscription,Code de la commune,Libelle de la commune,Code du b.vote,Inscrits,Abstentions,% Abs/Ins,Votants,% Vot/Ins,Blancs,% Blancs/Ins,% Blancs/Vot,Nuls,% Nuls/Ins,% Nuls/Vot,Exprimes,% Exp/Ins,% Exp/Vot,No Panneau,Sexe,Nom,Prenom,Voix,% Voix/Ins,% Voix/Exp,No Panneau2,Sexe2,Nom2,Prenom2,Voix2,% Voix/Ins2,% Voix/Exp2
51697,75.0,Paris,1,1ere circonscription,56,Paris,201.0,1129,254,22.5,875,77.5,36,3.19,4.11,8,0.71,0.91,831,73.6,94.97,1,M,MACRON,Emmanuel,706,62.53,84.96,2,F,LE PEN,Marine,125,11.07,15.04
51698,75.0,Paris,1,1ere circonscription,56,Paris,202.0,1041,231,22.19,810,77.81,59,5.67,7.28,8,0.77,0.99,743,71.37,91.73,1,M,MACRON,Emmanuel,631,60.61,84.93,2,F,LE PEN,Marine,112,10.76,15.07
51699,75.0,Paris,1,1ere circonscription,56,Paris,203.0,875,233,26.63,642,73.37,35,4.0,5.45,7,0.8,1.09,600,68.57,93.46,1,M,MACRON,Emmanuel,509,58.17,84.83,2,F,LE PEN,Marine,91,10.4,15.17
51700,75.0,Paris,1,1ere circonscription,56,Paris,204.0,1582,411,25.98,1171,74.02,33,2.09,2.82,10,0.63,0.85,1128,71.3,96.33,1,M,MACRON,Emmanuel,1007,63.65,89.27,2,F,LE PEN,Marine,121,7.65,10.73
51701,75.0,Paris,1,1ere circonscription,56,Paris,205.0,1474,340,23.07,1134,76.93,43,2.92,3.79,6,0.41,0.53,1085,73.61,95.68,1,M,MACRON,Emmanuel,961,65.2,88.57,2,F,LE PEN,Marine,124,8.41,11.43
51702,75.0,Paris,1,1ere circonscription,56,Paris,206.0,1455,310,21.31,1145,78.69,42,2.89,3.67,10,0.69,0.87,1093,75.12,95.46,1,M,MACRON,Emmanuel,978,67.22,89.48,2,F,LE PEN,Marine,115,7.9,10.52
51703,75.0,Paris,1,1ere circonscription,56,Paris,207.0,1516,367,24.21,1149,75.79,36,2.37,3.13,9,0.59,0.78,1104,72.82,96.08,1,M,MACRON,Emmanuel,997,65.77,90.31,2,F,LE PEN,Marine,107,7.06,9.69
51704,75.0,Paris,1,1ere circonscription,56,Paris,208.0,1788,479,26.79,1309,73.21,49,2.74,3.74,16,0.89,1.22,1244,69.57,95.03,1,M,MACRON,Emmanuel,1115,62.36,89.63,2,F,LE PEN,Marine,129,7.21,10.37
51705,75.0,Paris,1,1ere circonscription,56,Paris,209.0,1734,433,24.97,1301,75.03,53,3.06,4.07,20,1.15,1.54,1228,70.82,94.39,1,M,MACRON,Emmanuel,1099,63.38,89.5,2,F,LE PEN,Marine,129,7.44,10.5
51706,75.0,Paris,1,1ere circonscription,56,Paris,210.0,1410,314,22.27,1096,77.73,35,2.48,3.19,10,0.71,0.91,1051,74.54,95.89,1,M,MACRON,Emmanuel,966,68.51,91.91,2,F,LE PEN,Marine,85,6.03,8.09
51707,75.0,Paris,1,1ere circonscription,56,Paris,801.0,1534,367,23.92,1167,76.08,41,2.67,3.51,13,0.85,1.11,1113,72.56,95.37,1,M,MACRON,Emmanuel,925,60.3,83.11,2,F,LE PEN,Marine,188,12.26,16.89
51708,75.0,Paris,1,1ere circonscription,56,Paris,802.0,1403,304,21.67,1099,78.33,34,2.42,3.09,13,0.93,1.18,1052,74.98,95.72,1,M,MACRON,Emmanuel,899,64.08,85.46,2,F,LE PEN,Marine,153,10.91,14.54
51709,75.0,Paris,1,1ere circonscription,56,Paris,803.0,1433,273,19.05,1160,80.95,49,3.42,4.22,16,1.12,1.38,1095,76.41,94.4,1,M,MACRON,Emmanuel,908,63.36,82.92,2,F,LE PEN,Marine,187,13.05,17.08
51710,75.0,Paris,1,1ere circonscription,56,Paris,804.0,1410,326,23.12,1084,76.88,24,1.7,2.21,8,0.57,0.74,1052,74.61,97.05,1,M,MACRON,Emmanuel,901,63.9,85.65,2,F,LE PEN,Marine,151,10.71,14.35
51711,75.0,Paris,1,1ere circonscription,56,Paris,805.0,1657,303,18.29,1354,81.71,55,3.32,4.06,16,0.97,1.18,1283,77.43,94.76,1,M,MACRON,Emmanuel,1110,66.99,86.52,2,F,LE PEN,Marine,173,10.44,13.48
51712,75.0,Paris,1,1ere circonscription,56,Paris,806.0,1421,255,17.95,1166,82.05,55,3.87,4.72,8,0.56,0.69,1103,77.62,94.6,1,M,MACRON,Emmanuel,933,65.66,84.59,2,F,LE PEN,Marine,170,11.96,15.41
51713,75.0,Paris,1,1ere circonscription,56,Paris,807.0,1506,320,21.25,1186,78.75,51,3.39,4.3,9,0.6,0.76,1126,74.77,94.94,1,M,MACRON,Emmanuel,965,64.08,85.7,2,F,LE PEN,Marine,161,10.69,14.3
51714,75.0,Paris,1,1ere circonscription,56,Paris,808.0,1481,300,20.26,1181,79.74,43,2.9,3.64,12,0.81,1.02,1126,76.03,95.34,1,M,MACRON,Emmanuel,956,64.55,84.9,2,F,LE PEN,Marine,170,11.48,15.1
51715,75.0,Paris,1,1ere circonscription,56,Paris,809.0,1661,353,21.25,1308,78.75,51,3.07,3.9,17,1.02,1.3,1240,74.65,94.8,1,M,MACRON,Emmanuel,1022,61.53,82.42,2,F,LE PEN,Marine,218,13.12,17.58
51716,75.0,Paris,1,1ere circonscription,56,Paris,810.0,1031,245,23.76,786,76.24,39,3.78,4.96,9,0.87,1.15,738,71.58,93.89,1,M,MACRON,Emmanuel,603,58.49,81.71,2,F,LE PEN,Marine,135,13.09,18.29
51717,75.0,Paris,1,1ere circonscription,56,Paris,811.0,1142,241,21.1,901,78.9,35,3.06,3.88,5,0.44,0.55,861,75.39,95.56,1,M,MACRON,Emmanuel,707,61.91,82.11,2,F,LE PEN,Marine,154,13.49,17.89
51718,75.0,Paris,1,1ere circonscription,56,Paris,812.0,1325,312,23.55,1013,76.45,46,3.47,4.54,6,0.45,0.59,961,72.53,94.87,1,M,MACRON,Emmanuel,748,56.45,77.84,2,F,LE PEN,Marine,213,16.08,22.16
51719,75.0,Paris,1,1ere circonscription,56,Paris,813.0,1487,401,26.97,1086,73.03,31,2.08,2.85,8,0.54,0.74,1047,70.41,96.41,1,M,MACRON,Emmanuel,850,57.16,81.18,2,F,LE PEN,Marine,197,13.25,18.82
51720,75.0,Paris,1,1ere circonscription,56,Paris,814.0,1510,428,28.34,1082,71.66,33,2.19,3.05,11,0.73,1.02,1038,68.74,95.93,1,M,MACRON,Emmanuel,825,54.64,79.48,2,F,LE PEN,Marine,213,14.11,20.52
51721,75.0,Paris,1,1ere circonscription,56,Paris,815.0,1605,402,25.05,1203,74.95,32,1.99,2.66,5,0.31,0.42,1166,72.65,96.92,1,M,MACRON,Emmanuel,979,61.0,83.96,2,F,LE PEN,Marine,187,11.65,16.04
51722,75.0,Paris,1,1ere circonscription,56,Paris,816.0,1626,385,23.68,1241,76.32,40,2.46,3.22,17,1.05,1.37,1184,72.82,95.41,1,M,MACRON,Emmanuel,979,60.21,82.69,2,F,LE PEN,Marine,205,12.61,17.31
51723,75.0,Paris,1,1ere circonscription,56,Paris,817.0,914,290,31.73,624,68.27,15,1.64,2.4,6,0.66,0.96,603,65.97,96.63,1,M,MACRON,Emmanuel,478,52.3,79.27,2,F,LE PEN,Marine,125,13.68,20.73
51724,75.0,Paris,1,1ere circonscription,56,Paris,818.0,943,297,31.5,646,68.5,19,2.01,2.94,13,1.38,2.01,614,65.11,95.05,1,M,MACRON,Emmanuel,494,52.39,80.46,2,F,LE PEN,Marine,120,12.73,19.54
51725,75.0,Paris,1,1ere circonscription,56,Paris,901.0,1353,317,23.43,1036,76.57,43,3.18,4.15,8,0.59,0.77,985,72.8,95.08,1,M,MACRON,Emmanuel,862,63.71,87.51,2,F,LE PEN,Marine,123,9.09,12.49
51726,75.0,Paris,1,1ere circonscription,56,Paris,902.0,1474,351,23.81,1123,76.19,51,3.46,4.54,11,0.75,0.98,1061,71.98,94.48,1,M,MACRON,Emmanuel,942,63.91,88.78,2,F,LE PEN,Marine,119,8.07,11.22
51727,75.0,Paris,1,1ere circonscription,56,Paris,903.0,1500,331,22.07,1169,77.93,44,2.93,3.76,9,0.6,0.77,1116,74.4,95.47,1,M,MACRON,Emmanuel,973,64.87,87.19,2,F,LE PEN,Marine,143,9.53,12.81
51728,75.0,Paris,1,1ere circonscription,56,Paris,904.0,1469,284,19.33,1185,80.67,47,3.2,3.97,15,1.02,1.27,1123,76.45,94.77,1,M,MACRON,Emmanuel,1015,69.09,90.38,2,F,LE PEN,Marine,108,7.35,9.62
51729,75.0,Paris,1,1ere circonscription,56,Paris,905.0,1523,307,20.16,1216,79.84,41,2.69,3.37,9,0.59,0.74,1166,76.56,95.89,1,M,MACRON,Emmanuel,1059,69.53,90.82,2,F,LE PEN,Marine,107,7.03,9.18
51730,75.0,Paris,1,1ere circonscription,56,Paris,906.0,1399,356,25.45,1043,74.55,41,2.93,3.93,11,0.79,1.05,991,70.84,95.01,1,M,MACRON,Emmanuel,868,62.04,87.59,2,F,LE PEN,Marine,123,8.79,12.41
51731,75.0,Paris,1,1ere circonscription,56,Paris,907.0,1420,340,23.94,1080,76.06,34,2.39,3.15,8,0.56,0.74,1038,73.1,96.11,1,M,MACRON,Emmanuel,879,61.9,84.68,2,F,LE PEN,Marine,159,11.2,15.32
51732,75.0,Paris,1,1ere circonscription,56,Paris,908.0,1441,270,18.74,1171,81.26,38,2.64,3.25,14,0.97,1.2,1119,77.65,95.56,1,M,MACRON,Emmanuel,1008,69.95,90.08,2,F,LE PEN,Marine,111,7.7,9.92
51733,75.0,Paris,1,1ere circonscription,56,Paris,909.0,1471,277,18.83,1194,81.17,34,2.31,2.85,11,0.75,0.92,1149,78.11,96.23,1,M,MACRON,Emmanuel,1028,69.88,89.47,2,F,LE PEN,Marine,121,8.23,10.53
51734,75.0,Paris,1,1ere circonscription,56,Paris,910.0,1431,222,15.51,1209,84.49,42,2.94,3.47,11,0.77,0.91,1156,80.78,95.62,1,M,MACRON,Emmanuel,1044,72.96,90.31,2,F,LE PEN,Marine,112,7.83,9.69
51735,75.0,Paris,1,1ere circonscription,56,Paris,911.0,1483,256,17.26,1227,82.74,46,3.1,3.75,10,0.67,0.81,1171,78.96,95.44,1,M,MACRON,Emmanuel,1066,71.88,91.03,2,F,LE PEN,Marine,105,7.08,8.97
51736,75.0,Paris,1,1ere circonscription,56,Paris,912.0,1471,311,21.14,1160,78.86,42,2.86,3.62,10,0.68,0.86,1108,75.32,95.52,1,M,MACRON,Emmanuel,985,66.96,88.9,2,F,LE PEN,Marine,123,8.36,11.1
51737,75.0,Paris,1,1ere circonscription,56,Paris,913.0,1575,383,24.32,1192,75.68,48,3.05,4.03,12,0.76,1.01,1132,71.87,94.97,1,M,MACRON,Emmanuel,1015,64.44,89.66,2,F,LE PEN,Marine,117,7.43,10.34
51738,75.0,Paris,1,1ere circonscription,56,Paris,914.0,1613,308,19.09,1305,80.91,46,2.85,3.52,9,0.56,0.69,1250,77.5,95.79,1,M,MACRON,Emmanuel,1132,70.18,90.56,2,F,LE PEN,Marine,118,7.32,9.44
51739,75.0,Paris,1,1ere circonscription,56,Paris,915.0,1488,286,19.22,1202,80.78,48,3.23,3.99,11,0.74,0.92,1143,76.81,95.09,1,M,MACRON,Emmanuel,1019,68.48,89.15,2,F,LE PEN,Marine,124,8.33,10.85
51740,75.0,Paris,1,1ere circonscription,56,Paris,916.0,1436,276,19.22,1160,80.78,43,2.99,3.71,9,0.63,0.78,1108,77.16,95.52,1,M,MACRON,Emmanuel,1003,69.85,90.52,2,F,LE PEN,Marine,105,7.31,9.48
51741,75.0,Paris,1,1ere circonscription,56,Paris,917.0,1571,289,18.4,1282,81.6,32,2.04,2.5,15,0.95,1.17,1235,78.61,96.33,1,M,MACRON,Emmanuel,1073,68.3,86.88,2,F,LE PEN,Marine,162,10.31,13.12
51742,75.0,Paris,1,1ere circonscription,56,Paris,918.0,1562,325,20.81,1237,79.19,49,3.14,3.96,24,1.54,1.94,1164,74.52,94.1,1,M,MACRON,Emmanuel,1036,66.33,89.0,2,F,LE PEN,Marine,128,8.19,11.0
51743,75.0,Paris,1,1ere circonscription,56,Paris,919.0,1466,319,21.76,1147,78.24,42,2.86,3.66,6,0.41,0.52,1099,74.97,95.82,1,M,MACRON,Emmanuel,968,66.03,88.08,2,F,LE PEN,Marine,131,8.94,11.92
51744,75.0,Paris,1,1ere circonscription,56,Paris,920.0,1487,310,20.85,1177,79.15,38,2.56,3.23,17,1.14,1.44,1122,75.45,95.33,1,M,MACRON,Emmanuel,980,65.9,87.34,2,F,LE PEN,Marine,142,9.55,12.66
51745,75.0,Paris,1,1ere circonscription,56,Paris,921.0,1547,335,21.65,1212,78.35,43,2.78,3.55,10,0.65,0.83,1159,74.92,95.63,1,M,MACRON,Emmanuel,1025,66.26,88.44,2,F,LE PEN,Marine,134,8.66,11.56
51746,75.0,Paris,1,1ere circonscription,56,Paris,922.0,1414,277,19.59,1137,80.41,53,3.75,4.66,10,0.71,0.88,1074,75.95,94.46,1,M,MACRON,Emmanuel,980,69.31,91.25,2,F,LE PEN,Marine,94,6.65,8.75
51747,75.0,Paris,1,1ere circonscription,56,Paris,923.0,1395,281,20.14,1114,79.86,35,2.51,3.14,15,1.08,1.35,1064,76.27,95.51,1,M,MACRON,Emmanuel,951,68.17,89.38,2,F,LE PEN,Marine,113,8.1,10.62
51748,75.0,Paris,2,2eme circonscription,56,Paris,501.0,1517,339,22.35,1178,77.65,59,3.89,5.01,17,1.12,1.44,1102,72.64,93.55,1,M,MACRON,Emmanuel,946,62.36,85.84,2,F,LE PEN,Marine,156,10.28,14.16
51749,75.0,Paris,2,2eme circonscription,56,Paris,502.0,1613,359,22.26,1254,77.74,39,2.42,3.11,14,0.87,1.12,1201,74.46,95.77,1,M,MACRON,Emmanuel,1018,63.11,84.76,2,F,LE PEN,Marine,183,11.35,15.24
51750,75.0,Paris,2,2eme circonscription,56,Paris,503.0,1652,393,23.79,1259,76.21,36,2.18,2.86,30,1.82,2.38,1193,72.22,94.76,1,M,MACRON,Emmanuel,999,60.47,83.74,2,F,LE PEN,Marine,194,11.74,16.26
51751,75.0,Paris,2,2eme circonscription,56,Paris,504.0,1475,342,23.19,1133,76.81,44,2.98,3.88,14,0.95,1.24,1075,72.88,94.88,1,M,MACRON,Emmanuel,924,62.64,85.95,2,F,LE PEN,Marine,151,10.24,14.05
51752,75.0,Paris,2,2eme circonscription,56,Paris,505.0,1661,388,23.36,1273,76.64,63,3.79,4.95,13,0.78,1.02,1197,72.07,94.03,1,M,MACRON,Emmanuel,1057,63.64,88.3,2,F,LE PEN,Marine,140,8.43,11.7
51753,75.0,Paris,2,2eme circonscription,56,Paris,506.0,1351,284,21.02,1067,78.98,50,3.7,4.69,16,1.18,1.5,1001,74.09,93.81,1,M,MACRON,Emmanuel,882,65.28,88.11,2,F,LE PEN,Marine,119,8.81,11.89
51754,75.0,Paris,2,2eme circonscription,56,Paris,507.0,1579,317,20.08,1262,79.92,53,3.36,4.2,13,0.82,1.03,1196,75.74,94.77,1,M,MACRON,Emmanuel,996,63.08,83.28,2,F,LE PEN,Marine,200,12.67,16.72
51755,75.0,Paris,2,2eme circonscription,56,Paris,508.0,1648,345,20.93,1303,79.07,26,1.58,2.0,13,0.79,1.0,1264,76.7,97.01,1,M,MACRON,Emmanuel,1122,68.08,88.77,2,F,LE PEN,Marine,142,8.62,11.23
51756,75.0,Paris,2,2eme circonscription,56,Paris,509.0,1587,293,18.46,1294,81.54,45,2.84,3.48,15,0.95,1.16,1234,77.76,95.36,1,M,MACRON,Emmanuel,1119,70.51,90.68,2,F,LE PEN,Marine,115,7.25,9.32
51757,75.0,Paris,2,2eme circonscription,56,Paris,510.0,1546,339,21.93,1207,78.07,51,3.3,4.23,22,1.42,1.82,1134,73.35,93.95,1,M,MACRON,Emmanuel,1008,65.2,88.89,2,F,LE PEN,Marine,126,8.15,11.11
51758,75.0,Paris,2,2eme circonscription,56,Paris,511.0,1580,331,20.95,1249,79.05,53,3.35,4.24,26,1.65,2.08,1170,74.05,93.67,1,M,MACRON,Emmanuel,1054,66.71,90.09,2,F,LE PEN,Marine,116,7.34,9.91
51759,75.0,Paris,2,2eme circonscription,56,Paris,512.0,1513,317,20.95,1196,79.05,53,3.5,4.43,9,0.59,0.75,1134,74.95,94.82,1,M,MACRON,Emmanuel,1002,66.23,88.36,2,F,LE PEN,Marine,132,8.72,11.64
51760,75.0,Paris,2,2eme circonscription,56,Paris,513.0,1314,321,24.43,993,75.57,54,4.11,5.44,12,0.91,1.21,927,70.55,93.35,1,M,MACRON,Emmanuel,755,57.46,81.45,2,F,LE PEN,Marine,172,13.09,18.55
51761,75.0,Paris,2,2eme circonscription,56,Paris,514.0,1352,302,22.34,1050,77.66,55,4.07,5.24,13,0.96,1.24,982,72.63,93.52,1,M,MACRON,Emmanuel,840,62.13,85.54,2,F,LE PEN,Marine,142,10.5,14.46
51762,75.0,Paris,2,2eme circonscription,56,Paris,515.0,1476,330,22.36,1146,77.64,46,3.12,4.01,16,1.08,1.4,1084,73.44,94.59,1,M,MACRON,Emmanuel,932,63.14,85.98,2,F,LE PEN,Marine,152,10.3,14.02
51763,75.0,Paris,2,2eme circonscription,56,Paris,516.0,1503,310,20.63,1193,79.37,51,3.39,4.27,19,1.26,1.59,1123,74.72,94.13,1,M,MACRON,Emmanuel,991,65.93,88.25,2,F,LE PEN,Marine,132,8.78,11.75
51764,75.0,Paris,2,2eme circonscription,56,Paris,517.0,1485,327,22.02,1158,77.98,58,3.91,5.01,22,1.48,1.9,1078,72.59,93.09,1,M,MACRON,Emmanuel,925,62.29,85.81,2,F,LE PEN,Marine,153,10.3,14.19
51765,75.0,Paris,2,2eme circonscription,56,Paris,518.0,1442,331,22.95,1111,77.05,56,3.88,5.04,14,0.97,1.26,1041,72.19,93.7,1,M,MACRON,Emmanuel,885,61.37,85.01,2,F,LE PEN,Marine,156,10.82,14.99
51766,75.0,Paris,2,2eme circonscription,56,Paris,519.0,1396,287,20.56,1109,79.44,53,3.8,4.78,20,1.43,1.8,1036,74.21,93.42,1,M,MACRON,Emmanuel,876,62.75,84.56,2,F,LE PEN,Marine,160,11.46,15.44
51767,75.0,Paris,2,2eme circonscription,56,Paris,520.0,1492,370,24.8,1122,75.2,57,3.82,5.08,13,0.87,1.16,1052,70.51,93.76,1,M,MACRON,Emmanuel,886,59.38,84.22,2,F,LE PEN,Marine,166,11.13,15.78
51768,75.0,Paris,2,2eme circonscription,56,Paris,521.0,1549,318,20.53,1231,79.47,48,3.1,3.9,17,1.1,1.38,1166,75.27,94.72,1,M,MACRON,Emmanuel,1041,67.2,89.28,2,F,LE PEN,Marine,125,8.07,10.72
51769,75.0,Paris,2,2eme circonscription,56,Paris,522.0,1397,295,21.12,1102,78.88,65,4.65,5.9,9,0.64,0.82,1028,73.59,93.28,1,M,MACRON,Emmanuel,880,62.99,85.6,2,F,LE PEN,Marine,148,10.59,14.4
51770,75.0,Paris,2,2eme circonscription,56,Paris,523.0,1487,359,24.14,1128,75.86,59,3.97,5.23,23,1.55,2.04,1046,70.34,92.73,1,M,MACRON,Emmanuel,866,58.24,82.79,2,F,LE PEN,Marine,180,12.1,17.21
51771,75.0,Paris,2,2eme circonscription,56,Paris,524.0,1501,325,21.65,1176,78.35,56,3.73,4.76,20,1.33,1.7,1100,73.28,93.54,1,M,MACRON,Emmanuel,949,63.22,86.27,2,F,LE PEN,Marine,151,10.06,13.73
51772,75.0,Paris,2,2eme circonscription,56,Paris,525.0,1616,354,21.91,1262,78.09,54,3.34,4.28,18,1.11,1.43,1190,73.64,94.29,1,M,MACRON,Emmanuel,1072,66.34,90.08,2,F,LE PEN,Marine,118,7.3,9.92
51773,75.0,Paris,2,2eme circonscription,56,Paris,601.0,1316,269,20.44,1047,79.56,42,3.19,4.01,6,0.46,0.57,999,75.91,95.42,1,M,MACRON,Emmanuel,836,63.53,83.68,2,F,LE PEN,Marine,163,12.39,16.32
51774,75.0,Paris,2,2eme circonscription,56,Paris,602.0,1267,284,22.42,983,77.58,39,3.08,3.97,9,0.71,0.92,935,73.8,95.12,1,M,MACRON,Emmanuel,789,62.27,84.39,2,F,LE PEN,Marine,146,11.52,15.61
51775,75.0,Paris,2,2eme circonscription,56,Paris,603.0,1401,303,21.63,1098,78.37,32,2.28,2.91,22,1.57,2.0,1044,74.52,95.08,1,M,MACRON,Emmanuel,912,65.1,87.36,2,F,LE PEN,Marine,132,9.42,12.64
51776,75.0,Paris,2,2eme circonscription,56,Paris,604.0,1128,268,23.76,860,76.24,29,2.57,3.37,10,0.89,1.16,821,72.78,95.47,1,M,MACRON,Emmanuel,718,63.65,87.45,2,F,LE PEN,Marine,103,9.13,12.55
51777,75.0,Paris,2,2eme circonscription,56,Paris,605.0,1238,252,20.36,986,79.64,40,3.23,4.06,14,1.13,1.42,932,75.28,94.52,1,M,MACRON,Emmanuel,801,64.7,85.94,2,F,LE PEN,Marine,131,10.58,14.06
51778,75.0,Paris,2,2eme circonscription,56,Paris,606.0,1192,265,22.23,927,77.77,34,2.85,3.67,10,0.84,1.08,883,74.08,95.25,1,M,MACRON,Emmanuel,741,62.16,83.92,2,F,LE PEN,Marine,142,11.91,16.08
51779,75.0,Paris,2,2eme circonscription,56,Paris,607.0,1021,229,22.43,792,77.57,24,2.35,3.03,6,0.59,0.76,762,74.63,96.21,1,M,MACRON,Emmanuel,665,65.13,87.27,2,F,LE PEN,Marine,97,9.5,12.73
51780,75.0,Paris,2,2eme circonscription,56,Paris,608.0,1050,243,23.14,807,76.86,22,2.1,2.73,8,0.76,0.99,777,74.0,96.28,1,M,MACRON,Emmanuel,695,66.19,89.45,2,F,LE PEN,Marine,82,7.81,10.55
51781,75.0,Paris,2,2eme circonscription,56,Paris,609.0,915,187,20.44,728,79.56,30,3.28,4.12,7,0.77,0.96,691,75.52,94.92,1,M,MACRON,Emmanuel,584,63.83,84.52,2,F,LE PEN,Marine,107,11.69,15.48
51782,75.0,Paris,2,2eme circonscription,56,Paris,610.0,1107,185,16.71,922,83.29,27,2.44,2.93,10,0.9,1.08,885,79.95,95.99,1,M,MACRON,Emmanuel,796,71.91,89.94,2,F,LE PEN,Marine,89,8.04,10.06
51783,75.0,Paris,2,2eme circonscription,56,Paris,701.0,1012,216,21.34,796,78.66,29,2.87,3.64,8,0.79,1.01,759,75.0,95.35,1,M,MACRON,Emmanuel,654,64.62,86.17,2,F,LE PEN,Marine,105,10.38,13.83
51784,75.0,Paris,2,2eme circonscription,56,Paris,702.0,1307,282,21.58,1025,78.42,45,3.44,4.39,8,0.61,0.78,972,74.37,94.83,1,M,MACRON,Emmanuel,827,63.27,85.08,2,F,LE PEN,Marine,145,11.09,14.92
51785,75.0,Paris,2,2eme circonscription,56,Paris,703.0,1331,304,22.84,1027,77.16,39,2.93,3.8,5,0.38,0.49,983,73.85,95.72,1,M,MACRON,Emmanuel,825,61.98,83.93,2,F,LE PEN,Marine,158,11.87,16.07
51786,75.0,Paris,2,2eme circonscription,56,Paris,704.0,1310,320,24.43,990,75.57,26,1.98,2.63,10,0.76,1.01,954,72.82,96.36,1,M,MACRON,Emmanuel,787,60.08,82.49,2,F,LE PEN,Marine,167,12.75,17.51
51787,75.0,Paris,2,2eme circonscription,56,Paris,705.0,1361,261,19.18,1100,80.82,28,2.06,2.55,15,1.1,1.36,1057,77.66,96.09,1,M,MACRON,Emmanuel,927,68.11,87.7,2,F,LE PEN,Marine,130,9.55,12.3
51788,75.0,Paris,2,2eme circonscription,56,Paris,706.0,1451,287,19.78,1164,80.22,41,2.83,3.52,14,0.96,1.2,1109,76.43,95.27,1,M,MACRON,Emmanuel,944,65.06,85.12,2,F,LE PEN,Marine,165,11.37,14.88
51789,75.0,Paris,2,2eme circonscription,56,Paris,707.0,1383,287,20.75,1096,79.25,41,2.96,3.74,7,0.51,0.64,1048,75.78,95.62,1,M,MACRON,Emmanuel,915,66.16,87.31,2,F,LE PEN,Marine,133,9.62,12.69
51790,75.0,Paris,2,2eme circonscription,56,Paris,708.0,1526,308,20.18,1218,79.82,49,3.21,4.02,13,0.85,1.07,1156,75.75,94.91,1,M,MACRON,Emmanuel,986,64.61,85.29,2,F,LE PEN,Marine,170,11.14,14.71
